raw_ID,unique_hunter_ID,data_type,id_chasseur,village,religion,niveau_etudes,activite_1,temps_chasseur,frequence_chasse,duree,mois,periode_chasse,base_chasse,detail_base_chasse,distance_lieu_chasse_hr,type_chasse,strategie_primaire,strategie_chasse,type_fleches,type_pieges,nombre_pieges,depenses_nourritoure,depenses_transport,depenses_utiles_chasse,depenses_location,depenses_cartuches,nombre_personnes,nombre_membre_famille,nombre_amis,nombre_personnes_inconnues,especes_cible,detail_especes_cible,estiamtion_succes_chasse,autres_activites,detail_autres_activites,succes_chasse_opinion,especes_chassees,detail_especes_chasses,Nbr_Canivores,Nbr_pangolin,Nbr_Reptiles,Nbr_small_ungulates,Nbr_average_ungulates,Nbr_large_ungulates,Nbr_primates,Nbr_hogs,Nbr_rodent,Nbr_bird,Nbr_autres,Nbr_Tot_Ani,Kg_Canivores,Kg_pangolin,Kg_Reptiles,Kg_small_ungulates,Kg_average_ungulates,Kg_large_ungulates,Kg_primates,Kg_hogs,kg_rodent,Kg_bird,Kg_autres,Kg_Tot_Ani,CPUE_animal_duree,CPUE_kg_all_duree,CPUE_ungulates,CPUE_small_ungulates,CPUE_average_ungulates,CPUE_large_ungulates,CPUE_hogs,CPUE_primates,CPUE_rodent,CPUE_Reptiles,CPUE_autres
309,4_26,Q4,26,4,autre,secondaire,0,15,0.354,1,10,nuit,campement_permanent,,1,collective,pieges,pieges,,cable,60,400,0,20000,0,0,2,1,0,0,,members_de_la_famille,,non,,oui,ongulesmoyens,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10.679967,0,0,0,0,0,0,10.679967,1,10.679967,10.679967,0,10.679967,0,0,0,0,0,0
310,4_3,Q4,3,4,autre,primaire,0,8,0.354,0.5,10,jour,autres,,0.35,individuelle,pieges,pieges,,cable_nylons_mapasa,60,0,0,0,0,0,0,0,0,0,,parti_seul_pour_controler_ses_pieges_mis_partir_des_jacheres_jusqu'en_foret_secondaire,,non,,non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,4_3,Q4,3,4,autre,primaire,0,8,0.354,7,7,les_deux,campement_permanent,,1,individuelle,pieges,pieges,,mapasa,85,20000,0,10000,0,0,1,0,0,0,,aucune,,non,,oui,rongeurs,,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3.985738162,0,0,3.985738162,0.285714286,0.569391166,0,0,0,0,0,0,0.569391166,0,0
312,4_3,Q4,3,4,autre,primaire,0,8,0.354,0.5,7,jour,campement_temporaire,,3,individuelle,pieges,pieges,,cable,80,0,0,0,0,0,0,0,0,0,,parti_seul,,non,,oui,autres,litoko,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.195652174,1.195652174,2,2.391304348,0,0,0,0,0,0,0,0,2.391304348
313,4_4,Q4,4,4,autre,aucune,1,11,0.354,1,11,jour,village,kuala,1.5,individuelle,pieges,pieges,,cable_(ipasa),110,0,0,20000,0,0,0,0,0,0,,,,non,,oui,singes,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4.636750903,0,0,0,0,4.636750903,1,4.636750903,0,0,0,0,0,4.636750903,0,0,0
314,4_4,Q4,4,4,autre,aucune,1,11,0.354,0.5,7,nuit,campement_permanent,,2,individuelle,fusil,fusil,,,1,0,0,0,0,0,0,0,0,0,,parti_seul,,non,,oui,petitsongules,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.013965937,0,0,0,0,0,0,0,3.013965937,2,6.027931873,3.013965937,6.027931873,0,0,0,0,0,0,0
315,4_5,Q4,5,4,protestant,primaire,0,27,0.354,1,10,nuit,village,mbongo,1,individuelle,fusil,fusil_arc&fleches,2,,2,0,0,600,0,0,1,0,0,0,,seule,,non,,non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,4_5,Q4,5,4,protestant,primaire,0,27,0.354,13,7,les_deux,campement_permanent,,1,individuelle,fusil,fusil_arc&fleches,makula,,2,10000,0,120000,0,0,1,0,0,0,,aucun,,non,,non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,4_5,Q4,5,4,protestant,primaire,0,27,0.354,19,7,les_deux,campement_permanent,,5,collective,pieges,pieges,,cable,200,50000,0,0,0,0,5,5,0,0,,aucun,,non,,oui,autres,civette,1,0,0,0,0,0,0,0,0,0,0,1,2.784615385,0,0,0,0,0,0,0,0,0,0,2.784615385,0.052631579,0.146558704,0,0,0,0,0,0,0,0,2.784615385
318,4_6,Q4,6,4,protestant,secondaire,0,27,0.354,7,10,jour,campement_permanent,,2.3,individuelle,pieges,arc&fleches_pieges_autre,lilikonga_bosiki_bonsele,cable,150,5000,0,100000,0,0,0,0,0,0,,parti_pour_son_propre_compte_dans_un_campement_permanent_peupl,,non,,oui,grandsongules,,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,48.69,0,0,0,0,0,48.69,0.285714286,6.955714286,48.69,0,0,6.955714286,0,0,0,0,0
319,4_6,Q4,6,4,autre,aucune,1,11,0.354,7,10,jour,campement_permanent,,2.3,individuelle,pieges,arc&fleches_pieges_autre,lilikonga_bosiki_bonsele,cable,150,5000,0,100000,0,0,0,0,0,0,,parti_pour_son_propre_compte_dans_un_campement_permanent_peupl,,non,,oui,grandsongules,,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,48.69,0,0,0,0,0,48.69,0.285714286,6.955714286,48.69,0,0,6.955714286,0,0,0,0,0
320,4_6,Q4,6,4,protestant,secondaire,0,27,0.354,3,10,jour,autres,,3,individuelle,fusil,fusil_arc&fleches,bosiki_bonsele,,0,2000,0,0,0,25000,1,1,0,0,,le_fusil_a_t_lou_en_guise_d'une_cuisse_de_potamochre;_le_chasseur_etait_accompagn_d'un_membre_de_sa_famille_seulement_dans_la_foret_primaire.,,non,,oui,sangliers,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,19.09350649,0,0,0,19.09350649,0.333333333,6.364502165,6.364502165,0,0,0,6.364502165,0,0,0,0
321,4_6,Q4,6,4,autre,aucune,1,11,0.354,3,10,jour,autres,,3,individuelle,fusil,fusil_arc&fleches,bosiki_bonsele,,0,2000,0,0,0,25000,1,1,0,0,,le_fusil_a_t_lou_en_guise_d'une_cuisse_de_potamochre;_le_chasseur_etait_accompagn_d'un_membre_de_sa_famille_seulement_dans_la_foret_primaire.,,non,,oui,sangliers,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,19.09350649,0,0,0,19.09350649,0.333333333,6.364502165,6.364502165,0,0,0,6.364502165,0,0,0,0
322,4_6,Q4,6,4,protestant,secondaire,0,27,0.354,1,2,jour,village,bonkasa,1,individuelle,pieges,arc&fleches_pieges,bosiki_bonsele,nylon_mapasa,100,0,0,40000,0,0,0,0,0,0,,,,non,,oui,petitsongules,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.013965937,0,0,0,0,0,0,0,3.013965937,1,3.013965937,3.013965937,3.013965937,0,0,0,0,0,0,0
323,4_6,Q4,6,4,autre,aucune,1,11,0.354,1,2,jour,village,bonkasa,1,individuelle,pieges,arc&fleches_pieges,bosiki_bonsele,nylon_mapasa,100,0,0,40000,0,0,0,0,0,0,,,,non,,oui,petitsongules,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.013965937,0,0,0,0,0,0,0,3.013965937,1,3.013965937,3.013965937,3.013965937,0,0,0,0,0,0,0
324,4_6,Q4,6,4,protestant,secondaire,0,27,0.354,4,12,les_deux,village,nsadiya,3,individuelle,pieges,fusil_arc&fleches_pieges,bosiki_bonsele,nylon_mapasa,50,0,0,60000,0,0,1,1,0,0,,,,non,,oui,petitsongules,,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,9.04189781,0,0,0,0,0,0,0,9.04189781,0.75,2.260474453,9.04189781,2.260474453,0,0,0,0,0,0,0
325,4_6,Q4,6,4,autre,aucune,1,11,0.354,4,12,les_deux,village,nsadiya,3,individuelle,pieges,fusil_arc&fleches_pieges,bosiki_bonsele,nylon_mapasa,50,0,0,60000,0,0,1,1,0,0,,,,non,,oui,petitsongules,,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,9.04189781,0,0,0,0,0,0,0,9.04189781,0.75,2.260474453,9.04189781,2.260474453,0,0,0,0,0,0,0
326,4_7,Q4,7,4,protestant,secondaire,0,42,0.566,0.5,10,jour,autres,,0.45,individuelle,pieges,pieges,,mapasa,110,0,0,0,0,0,0,0,0,0,,parti_seul_pour_controler_ses_pieges_en_foret_secondaire,,non,,oui,autres,mangouste_congolaise_(yeese),1,0,0,0,0,0,0,0,0,0,0,1,2.784615385,0,0,0,0,0,0,0,0,0,0,2.784615385,2,5.569230769,0,0,0,0,0,0,0,0,2.784615385
327,4_7,Q4,7,4,protestant,secondaire,0,42,0.566,1,11,jour,village,bempoto,2,individuelle,pieges,pieges,,mapasa,150,0,0,25000,0,0,0,0,0,0,,,,non,,oui,rongeurs,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.992869081,0,0,1.992869081,1,1.992869081,0,0,0,0,0,0,1.992869081,0,0
328,4_7,Q4,7,4,protestant,secondaire,0,42,0.566,0.5,10,jour,autres,,2,individuelle,fusil,fusil,,,1,0,0,0,0,0,0,0,0,0,,parti_seul_avec_son_fusil_pour_chasser,,non,,oui,singes,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4.636750903,0,0,0,0,4.636750903,2,9.273501805,0,0,0,0,0,9.273501805,0,0,0
329,4_7,Q4,7,4,protestant,secondaire,0,42,0.566,0.5,1,les_deux,village,tompokia,1,individuelle,pieges,fusil_arc&fleches_pieges,bosiki,nylon_mapasa,52,0,0,48000,0,0,1,1,0,0,,,,non,,oui,rongeurs,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.992869081,0,0,1.992869081,2,3.985738162,0,0,0,0,0,0,3.985738162,0,0
330,4_8,Q4,8,4,protestant,secondaire,0,13,0.354,1,6,jour,campement_temporaire,,2.3,collective,pieges,pieges,,cable,15,200,0,0,0,0,3,3,0,0,,,,non,,oui,sangliers,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,19.09350649,0,0,0,19.09350649,1,19.09350649,19.09350649,0,0,0,19.09350649,0,0,0,0
331,4_8,Q4,8,4,protestant,secondaire,0,13,0.354,0.5,10,jour,autres,,1.4,individuelle,pieges,pieges_autre,,mapasa,25,0,0,0,0,0,0,0,0,0,,parti_seul_pour_controler_ses_pieges,,non,,non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,4_9,Q4,9,4,protestant,secondaire,0,15,0.354,0.5,7,jour,campement_permanent,,1.1,individuelle,autre,autre,,,1,0,0,0,0,0,0,0,0,0,,parti_seul,,agriculture,,oui,autres,deux_viperes,0,0,2,0,0,0,0,0,0,0,0,2,0,0,7.72,0,0,0,0,0,0,0,0,7.72,4,15.44,0,0,0,0,0,0,0,15.44,0
333,4_9,Q4,9,4,autre,primaire,1,25,0.354,0.5,7,jour,campement_permanent,,1.1,individuelle,autre,autre,,,1,0,0,0,0,0,0,0,0,0,,parti_seul,,agriculture,,oui,autres,deux_viperes,0,0,2,0,0,0,0,0,0,0,0,2,0,0,7.72,0,0,0,0,0,0,0,0,7.72,4,15.44,0,0,0,0,0,0,0,15.44,0
334,4_9,Q4,9,4,protestant,secondaire,0,15,0.354,0.5,8,jour,campement_permanent,,2,individuelle,arc&fleches,autre_arc&fleches,bonsele_loliki,,0,0,0,3000,0,0,1,0,0,0,,aucune,,peche,,non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,4_9,Q4,9,4,autre,primaire,1,25,0.354,0.5,8,jour,campement_permanent,,2,individuelle,arc&fleches,autre_arc&fleches,bonsele_loliki,,0,0,0,3000,0,0,1,0,0,0,,aucune,,peche,,non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,5_0,Q4,0,5,protestant,secondaire,1,14,0.354,1,7,jour,campement_permanent,,2,individuelle,autre,autre,,,NA,0,0,0,0,0,0,0,0,0,,,,peche,,oui,autres,reptile,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.86,0,0,0,0,0,0,0,0,3.86,1,3.86,0,0,0,0,0,0,0,3.86,0
337,5_0,Q4,0,5,protestant,secondaire,1,14,0.354,1,12,nuit,village,bokiakinda,2,individuelle,arc&fleches,arc&fleches_autre,bosiki,,2,0,0,0,0,0,0,0,0,0,,,,non,,oui,petitsongules_rongeurs_autres,,0,0,1,1,0,0,0,0,1,0,1,4,0,0,3.86,3.013965937,0,0,0,0,1.992869081,0,1.195652174,10.06248719,4,10.06248719,3.013965937,3.013965937,0,0,0,0,1.992869081,3.86,1.195652174
338,5_0,Q4,0,5,protestant,secondaire,1,14,0.354,1,9,jour,village,topanzo,2,individuelle,pieges,pieges,,,NA,0,0,0,0,0,0,0,0,0,,,,non,,oui,rongeurs,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.992869081,0,0,1.992869081,1,1.992869081,0,0,0,0,0,0,1.992869081,0,0
339,5_0,Q4,0,5,protestant,secondaire,1,14,0.354,1,7,nuit,village,topanzo,2,collective,arc&fleches,arc&fleches,makula,,5,0,0,0,0,0,5,0,0,2,,,,non,,oui,rongeurs,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.992869081,0,0,1.992869081,1,1.992869081,0,0,0,0,0,0,1.992869081,0,0
340,5_0,Q4,0,5,protestant,secondaire,1,14,0.354,0.5,12,jour,village,mbungusani,0.25,individuelle,pieges,pieges,,nylon,150,0,0,8000,0,0,0,0,0,NA,,,,peche,,oui,oiseaux,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.145,0,1.145,2,2.29,0,0,0,0,0,0,0,0,1.145
341,5_0,Q4,0,5,protestant,secondaire,1,14,0.354,0.5,12,les_deux,village,1,2,NA,pieges,pieges,,nylon,NA,0,0,0,0,0,NA,NA,NA,NA,,,,non,,oui,petitsongules,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.013965937,0,0,0,0,0,0,0,3.013965937,2,6.027931873,3.013965937,6.027931873,0,0,0,0,0,0,0
342,5_0,Q4,0,5,protestant,secondaire,1,14,0.354,1,7,nuit,village,topanzo,2,collective,arc&fleches,arc&fleches,makula,,5,0,0,0,0,0,5,NA,NA,2,,,,non,,oui,petitsongules,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.013965937,0,0,0,0,0,0,0,3.013965937,1,3.013965937,3.013965937,3.013965937,0,0,0,0,0,0,0
344,5_0,Q4,0,5,protestant,secondaire,1,14,0.354,1,12,jour,village,yangele,0.5,individuelle,pieges,pieges,,nylon,0,0,0,0,0,0,0,0,0,0,,,,non,,oui,rongeurs,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.992869081,0,0,1.992869081,1,1.992869081,0,0,0,0,0,0,1.992869081,0,0
345,5_0,Q4,0,5,protestant,secondaire,1,14,0.354,1,9,jour,village,,1,collective,autre,autre,,,0,0,0,0,0,0,3,3,0,0,,,,pfnl,chenilles,oui,autres,vipere,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.86,0,0,0,0,0,0,0,0,3.86,1,3.86,0,0,0,0,0,0,0,3.86,0
346,5_0,Q4,0,5,protestant,secondaire,1,14,0.354,1,7,nuit,village,bokanga,2,collective,arc&fleches,arc&fleches,makula,,5,0,0,0,0,0,5,NA,NA,2,,,,non,,oui,rongeurs,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.992869081,0,0,1.992869081,1,1.992869081,0,0,0,0,0,0,1.992869081,0,0
347,5_1,Q4,1,5,autre,aucune,1,25,0.354,1,6,nuit,village,mboloko,2,individuelle,fusil,fusil_autre,,,1,0,0,1500,0,0,0,0,0,0,,,,non,,oui,oiseaux,,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2.29,0,2.29,2,2.29,0,0,0,0,0,0,0,0,2.29
349,5_1,Q4,1,5,autre,aucune,1,25,0.354,0.5,10,jour,village,mboloko,1.5,individuelle,fusil,fusil,,,2,0,0,0,0,0,0,0,0,0,,,,non,,oui,grandsongules_singes,,0,0,0,0,0,1,3,0,0,0,0,4,0,0,0,0,0,24.345,13.91025271,0,0,0,0,38.25525271,8,76.51050542,24.345,0,0,48.69,0,27.82050542,0,0,0
350,5_1,Q4,1,5,autre,aucune,1,25,0.354,1,7,jour,campement_permanent,,1,individuelle,fusil,fusil,,,1,0,0,0,0,0,0,0,0,0,,,,non,,non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,5_1,Q4,1,5,autre,aucune,1,25,0.354,1,6,jour,village,,2,individuelle,fusil,fusil,,,1,0,0,0,0,10000,0,0,0,0,,,,non,,oui,singes,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4.636750903,0,0,0,0,4.636750903,1,4.636750903,0,0,0,0,0,4.636750903,0,0,0
353,5_1,Q4,1,5,autre,aucune,1,25,0.354,0.5,4,les_deux,village,mbungusani,1,individuelle,pieges,pieges,,cable,50,0,0,0,0,0,0,0,0,0,NA,seul,NA,non,,oui,rongeurs,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.992869081,0,0,1.992869081,2,3.985738162,0,0,0,0,0,0,3.985738162,0,0
354,5_1,Q4,1,5,autre,aucune,1,25,0.354,0.5,10,jour,village,mboloko,1,individuelle,fusil,fusil,,,3,0,0,0,0,0,0,0,0,0,,,,non,,non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,5_1,Q4,1,5,autre,aucune,1,25,0.354,1,7,jour,village,nzela_ya_landu,1,individuelle,fusil,fusil,,,1,0,0,0,0,0,0,0,0,0,,,,non,,non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,5_1,Q4,1,5,autre,aucune,1,25,0.354,1,6,jour,village,lolou,1.5,individuelle,fusil,fusil,,,1,0,0,0,0,0,0,0,0,0,,,,non,,non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,5_1,Q4,1,5,autre,aucune,1,25,0.354,1,9,jour,village,bopomi,0.25,individuelle,pieges,pieges,,nylon_cable,NA,0,0,0,0,0,0,0,0,0,,,,non,,non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,5_1,Q4,1,5,autre,aucune,1,25,0.354,0.5,10,jour,village,lilo,2.5,individuelle,fusil,fusil,,,4,0,0,0,0,0,0,0,0,0,,,,non,,non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,5_1,Q4,1,5,autre,aucune,1,25,0.354,1,6,jour,village,lolou,1.5,individuelle,fusil,fusil,,,1,0,0,0,0,0,0,0,0,0,,,,non,,non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,5_1,Q4,1,5,autre,aucune,1,25,0.354,0.5,1,les_deux,village,seul,2,individuelle,pieges,pieges,,nylon,55,0,0,0,0,0,0,0,0,0,,,,pfnl,feuille_champignon_fruits,oui,rongeurs,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.992869081,0,0,1.992869081,2,3.985738162,0,0,0,0,0,0,3.985738162,0,0
362,5_1,Q4,1,5,autre,aucune,1,25,0.354,0.5,10,jour,village,,2,individuelle,fusil,fusil,,,4,0,0,0,0,0,0,0,0,0,,,,non,,non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,5_1,Q4,1,5,autre,aucune,1,25,0.354,0.5,10,jour,village,lolou,2,individuelle,fusil,fusil,,,3,0,0,0,0,0,0,0,0,0,,,,non,,non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,5_10,Q4,10,5,protestant,primaire,1,12,0.354,1,7,jour,village,ekonda,1.5,individuelle,pieges,arc&fleches_pieges,bosiki,2,2,0,0,0,0,0,0,0,0,0,,,,non,,oui,ongulesmoyens_rongeurs,,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,10.679967,0,0,0,3.985738162,0,0,14.66570516,3,14.66570516,10.679967,0,10.679967,0,0,0,3.985738162,0,0
365,5_10,Q4,10,5,protestant,primaire,1,12,0.354,3,3,les_deux,campement_permanent,,2,individuelle,filet,filets,,,3,0,0,0,0,0,0,0,0,0,NA,seul,NA,non,,oui,autres,tortues,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.86,0,0,0,0,0,0,0,0,3.86,0.333333333,1.286666667,0,0,0,0,0,0,0,1.286666667,0
367,5_10,Q4,10,5,protestant,primaire,1,12,0.354,1,7,jour,village,,1,individuelle,pieges,autre_arc&fleches_pieges,bosiki,cable,NA,0,0,0,0,0,1,1,0,0,,,,non,,non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,5_10,Q4,10,5,protestant,primaire,1,12,0.354,1,9,jour,village,,1.5,individuelle,pieges,pieges,,nylon,NA,0,0,0,0,0,0,0,0,0,,,,non,,oui,grandsongules,,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,48.69,0,0,0,0,0,48.69,2,48.69,48.69,0,0,48.69,0,0,0,0,0
369,5_12,Q4,12,5,autre,aucune,1,15,0.354,7,3,les_deux,campement_permanent,,2,collective,filet,filets,,,3,0,0,0,0,0,2,2,0,0,NA,des_cousins,NA,non,,oui,autres,tortue,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.86,0,0,0,0,0,0,0,0,3.86,0.142857143,0.551428571,0,0,0,0,0,0,0,0.551428571,0
370,5_13,Q4,13,5,protestant,aucune,1,30,0.283,0.5,1,les_deux,village,mbungusani,1,individuelle,pieges,pieges,,cable,60,0,0,0,0,0,0,0,0,0,,_seul,,pfnl,feuille_champignon,oui,rongeurs,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.992869081,0,0,1.992869081,2,3.985738162,0,0,0,0,0,0,3.985738162,0,0
371,5_13,Q4,13,5,protestant,aucune,1,30,0.283,0.5,3,les_deux,village,mbungusani,1,individuelle,pieges,pieges,,cable,55,0,0,0,0,0,0,0,0,0,NA,seul,NA,non,,oui,rongeurs,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.992869081,0,0,1.992869081,2,3.985738162,0,0,0,0,0,0,3.985738162,0,0
373,5_14,Q4,14,5,protestant,aucune,1,43,0.424,2,12,nuit,campement_temporaire,,1.75,collective,arc&fleches,arc&fleches,bosiki,,2,0,0,0,0,0,2,0,1,0,,,,peche,,oui,petitsongules,,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,6.027931873,0,0,0,0,0,0,0,6.027931873,1,3.013965937,6.027931873,3.013965937,0,0,0,0,0,0,0
374,5_14,Q4,14,5,protestant,aucune,1,43,0.424,1,1,les_deux,village,mbungusani,2,individuelle,pieges,fusil_pieges,,nylon,65,0,0,0,0,0,0,0,0,0,,seul,,non,,oui,grandsongules_rongeurs,,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,24.345,0,0,1.992869081,0,0,26.33786908,2,26.33786908,24.345,0,0,24.345,0,0,1.992869081,0,0
375,5_14,Q4,14,5,protestant,aucune,1,43,0.424,0.5,2,les_deux,village,mbungusani,1,individuelle,pieges,pieges,,cable,45,0,0,0,0,0,0,0,0,0,NA,_seul,NA,non,,oui,rongeurs,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.992869081,0,0,1.992869081,2,3.985738162,0,0,0,0,0,0,3.985738162,0,0
376,5_15,Q4,15,5,autre,aucune,1,13,0.354,1,10,nuit,village,bakadi,1,individuelle,fusil,arc&fleches_fusil,bosiki,,NA,0,0,0,0,0,0,0,0,0,,,,non,,non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,5_15,Q4,15,5,autre,aucune,1,13,0.354,1,7,nuit,village,lolou,0.5,individuelle,arc&fleches,arc&fleches,makula,,NA,0,0,0,0,0,0,0,0,0,,,,non,,oui,petitsongules,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.013965937,0,0,0,0,0,0,0,3.013965937,1,3.013965937,3.013965937,3.013965937,0,0,0,0,0,0,0
378,5_15,Q4,15,5,autre,aucune,1,13,0.354,1,9,nuit,village,beke,2,individuelle,arc&fleches,arc&fleches_autre,bosiki,,2,0,0,1500,0,0,0,0,0,0,,,,non,,oui,autres,crocodile,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.86,0,0,0,0,0,0,0,0,3.86,1,3.86,0,0,0,0,0,0,0,3.86,0
379,5_15,Q4,15,5,autre,aucune,1,13,0.354,0.5,10,jour,village,bopomi,1.5,individuelle,pieges,arc&fleches_pieges,bosiki,cable,2,0,0,0,0,0,0,0,0,0,,,,non,,non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,5_15,Q4,15,5,autre,aucune,1,13,0.354,0.5,4,les_deux,village,mbungusani,0.5,individuelle,pieges,pieges,,nylon,20,0,0,0,0,0,0,0,0,0,NA,seul,NA,non,,oui,rongeurs,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.992869081,0,0,1.992869081,2,3.985738162,0,0,0,0,0,0,3.985738162,0,0
382,5_15,Q4,15,5,autre,aucune,1,13,0.354,0.5,2,jour,village,mbungusani,0.25,individuelle,pieges,pieges,,la_sve_d'un_arbre_appel(lokumu),NA,0,0,0,0,0,0,0,0,0,NA,seul,NA,non,,oui,oiseaux,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.145,0,1.145,2,2.29,0,0,0,0,0,0,0,0,1.145
383,5_15,Q4,15,5,autre,aucune,1,13,0.354,7,3,les_deux,campement_permanent,,2,collective,filet,filets,,,5,0,0,0,0,0,3,2,0,0,NA,des_cousins,NA,non,,oui,autres,seul,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.195652174,1.195652174,0.142857143,0.170807453,0,0,0,0,0,0,0,0,0.170807453
